rowid,school_raw,school_clean,program_raw,degree,season_code,season_year,decision,decision_class,date_posted,gpa,gre_v,gre_q,gre_w,applicant_status,source
fdac9f3b684d,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-13,,,,,American,deedy_2015
9b44bbe2ea98,"University Of Illinois, Urbana-Champaign (UIUC)",University of Illinois Urbana-Champaign,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-12,,,,,American,deedy_2015
90209df95c19,York University,York University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-04-12,,,,,International,deedy_2015
6d2503a644dd,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-04-12,,,,,International,deedy_2015
7d7dfc914c48,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-12,,,,,American,deedy_2015
9bb053a25e49,University Of Notre Dame,University of Notre Dame,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-11,,,,,International,deedy_2015
89b9160cc963,Emory University,Emory University,Political Science (IR),PhD,F13,2013,Rejected,Rejected,2013-04-11,3.9,,,4.0,International,deedy_2015
41e9a4813e18,London School Of Economics (LSE),London School Of Economics (LSE),Political Science And Economy,MA,F13,2013,Accepted,Accepted,2013-04-11,,,,,International,deedy_2015
ee7f3d67eeea,"University Of California, Irvine (UCI)",UC Irvine,Political Science,PhD,S13,2013,Accepted,Accepted,2013-04-10,,,,,American,deedy_2015
755e608211e3,Florida State University (FSU),Florida State University,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-04-09,4.0,,,4.5,American,deedy_2015
8440881b9fb2,University Of Notre Dame,University of Notre Dame,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-08,,,,4.5,International,deedy_2015
a09d79cdd185,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,MA,F13,2013,Accepted,Accepted,2013-04-07,,,,,Other,deedy_2015
cdf4cdd09d49,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-04-05,4.0,,,4.5,American,deedy_2015
99d3f15edea6,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,MA,F13,2013,Wait listed,Waitlisted,2013-04-05,,,,,Other,deedy_2015
704eebe48cfe,"University Of North Carolina, Chapel Hill (UNC)",UNC Chapel Hill,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-05,,,,,International with US Degree,deedy_2015
18ee0c430c4d,McMaster University,McMaster University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-05,,,,,International,deedy_2015
e5e6928f2c16,University Of Georgia,University Of Georgia,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-04,4.0,,,4.5,American,deedy_2015
a1b4b2de34d4,Boston University (BU),Boston University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-04-04,,,,,American,deedy_2015
eac345f5e66e,Simon Fraser University (SFU),Simon Fraser University (SFU),Political Science,MA,F13,2013,Accepted,Accepted,2013-04-04,,,,,American,deedy_2015
5ac200f47479,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-04-03,,,,,Other,deedy_2015
0a85b49cc9c8,Central European University,Central European University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-04-03,,,,,International,deedy_2015
92049db0b981,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-04-03,,,,,American,deedy_2015
c1d697ae9777,McGill University,McGill University,Political Science,MA,F13,2013,Accepted,Accepted,2013-04-03,,,,,,deedy_2015
d465bbe6026c,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-04-02,,,,,Other,deedy_2015
e7fe6e9d1ce0,University Of Pennsylvania (UPenn),University of Pennsylvania,Political Science,PhD,F13,2013,Other,Other,2013-04-02,,,,,,deedy_2015
f748cf24ee2e,University Of Virginia (UVA),University of Virginia,Political Science,PhD,F13,2013,Rejected,Rejected,2013-04-02,,,,,American,deedy_2015
7ab2b19ddd6d,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Other,Other,2013-04-01,4.0,,,4.5,American,deedy_2015
2f7a03976316,Columbia University,Columbia University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-29,,,,,,deedy_2015
91396e78847c,NSF GRFP,NSF GRFP,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-29,,,,,American,deedy_2015
8b45ca223342,University Of Virginia (UVA),University of Virginia,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-28,,,,,,deedy_2015
b7135c0b8a06,Columbia University,Columbia University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-28,,,,,American,deedy_2015
cffa75c2c222,Suffolk University,Suffolk University,Political Science/International Relations,MA,F13,2013,Accepted,Accepted,2013-03-28,,,,4.0,International,deedy_2015
1a362227e6cc,London School Of Economics (LSE),London School Of Economics (LSE),Political Science/Government,PhD,F13,2013,Accepted,Accepted,2013-03-28,,,,,International,deedy_2015
f32ec7683992,New York University (NYU),New York University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-28,,,,,American,deedy_2015
9c2b947405af,Cornell University,Cornell University,Political Science/Government,PhD,F13,2013,Accepted,Accepted,2013-03-27,3.77,,,5.0,American,deedy_2015
c216fec76d78,Brandeis University,Brandeis University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-27,,,,,American,deedy_2015
7c4564883341,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-26,,,,,American,deedy_2015
5dcd79b7bf0e,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-26,3.74,,,5.5,American,deedy_2015
46eb372cc1ce,University Of Oklahoma,University Of Oklahoma,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-26,,,,,American,deedy_2015
996d8c065b02,McGill Unviversity,McGill Unviversity,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-25,,,,4.5,American,deedy_2015
fb854da5d86e,University Of Oklahoma,University Of Oklahoma,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-25,,,,,American,deedy_2015
fa40cd0bd01d,Brock University,Brock University,Political Science,MA,F13,2013,Rejected,Rejected,2013-03-25,,,,,Other,deedy_2015
f6904bdfaf48,Central European University,Central European University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-25,,,,,International,deedy_2015
266e954580b7,European University Institute,European University Institute,Political Science (IR),PhD,F13,2013,Rejected,Rejected,2013-03-25,,,,,International,deedy_2015
55d71e068e64,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-25,,,,5.5,American,deedy_2015
72bb292f9f78,"University Of California, Los Angeles (UCLA)",UCLA,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-24,,,,,American,deedy_2015
5ab2b097549b,McGill Unviversity,McGill Unviversity,Political Science,MA,F13,2013,Rejected,Rejected,2013-03-24,,,,,International,deedy_2015
58fc3be31754,Purdue University,Purdue University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-23,,,,,American,deedy_2015
c63897fe1836,University Of British Columbia (UBC),Columbia University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,,deedy_2015
b121e052d2c2,Simon Fraser University (SFU),Simon Fraser University (SFU),Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,,deedy_2015
214bd628aa31,University Of Virginia (UVA),University of Virginia,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,,deedy_2015
2b0429028f2f,Queens University,Queens University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,Other,deedy_2015
a5074d6c796c,European University Institute,European University Institute,Political Science,PhD,F13,2013,Interview,Interview,2013-03-22,,,,,International with US Degree,deedy_2015
6c86f428625e,University Of Houston,University Of Houston,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-22,,,,,American,deedy_2015
788e268aa288,Georgetown University,Georgetown University,Political Science / Government,PhD,F13,2013,Rejected,Rejected,2013-03-22,,,,,American,deedy_2015
4a637cd2579b,McMaster University,McMaster University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,International,deedy_2015
da1f3179a2b2,Harvard University,Harvard University,Political Science/Government (Political Economy),PhD,F13,2013,Rejected,Rejected,2013-03-22,,,,,International,deedy_2015
82fa1e239cf5,University Of Rochester,University of Rochester,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-22,,,,,International,deedy_2015
4386120455e9,Cal State Long Beach,Cal State Long Beach,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,American,deedy_2015
6e88675d8f6b,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-22,,,,,American,deedy_2015
696bb5872d66,The New School,The New School,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-22,,,,,American,deedy_2015
17e70bbaac80,University Of Rochester,University of Rochester,Political Science (IR),PhD,F13,2013,Rejected,Rejected,2013-03-21,3.9,,,4.0,International,deedy_2015
ed3036c0dbef,"University Of California, Los Angeles (UCLA)",UCLA,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-21,,,,,International with US Degree,deedy_2015
ec3f5f0c081b,University Of Virginia (UVA),University of Virginia,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-21,,,,,International,deedy_2015
eaea1622757a,Columbia University,Columbia University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-21,,,,5.5,American,deedy_2015
5c90b82fe41a,University Of Western Ontario (UWO),University Of Western Ontario (UWO),Political Science,MA,F13,2013,Rejected,Rejected,2013-03-21,,,,,International,deedy_2015
3d55735fd2b4,"University Of California, San Diego (UCSD)",UC San Diego,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-21,,,,,American,deedy_2015
db41eda60676,University Of Alberta,University Of Alberta,Political Science (political Theory),PhD,F13,2013,Accepted,Accepted,2013-03-21,,,,,International,deedy_2015
a840e0f7d28c,"University Of Nebraska, Lincoln","University Of Nebraska, Lincoln",Political Science,MA,F13,2013,Accepted,Accepted,2013-03-20,3.51,,,4.5,,deedy_2015
4fdaee79fb75,University Of Toronto (UofT),University Of Toronto (UofT),Political Science (Theory),PhD,F13,2013,Accepted,Accepted,2013-03-20,,,,,International,deedy_2015
f81d9b6dbc8f,University Of Ottawa,University Of Ottawa,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-20,,,,,,deedy_2015
64eb61d59424,"Loyola University, Chicago","Loyola University, Chicago",Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-20,,,,,American,deedy_2015
308acb9faaf3,University Of Toronto (UofT),University Of Toronto (UofT),Political Science (Theory),PhD,F13,2013,Wait listed,Waitlisted,2013-03-20,,,,,International,deedy_2015
662f72c819fd,University Of Oxford,University Of Oxford,Politics (Political Science),PhD,F13,2013,Accepted,Accepted,2013-03-20,,,,,International with US Degree,deedy_2015
9eca1220352c,Graduate Institute Of International And Development Studies,Graduate Institute Of International And Development Studies,Political Science (IR),PhD,F13,2013,Accepted,Accepted,2013-03-20,,,,,International,deedy_2015
9f0031428859,Harvard University,Harvard University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-20,3.66,,,6.0,American,deedy_2015
d0212b518d93,McGill University,McGill University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-20,,,,,Other,deedy_2015
0991fdd4e1d7,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Other,Other,2013-03-20,,,,,American,deedy_2015
2187cee4c60d,University Of Rochester,University of Rochester,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-19,3.98,,,4.5,American,deedy_2015
73969f28923f,Purdue University,Purdue University,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-19,,,,,International,deedy_2015
135ebce57410,University Of New South Wales (UNSW),University Of New South Wales (UNSW),Political Science,PhD,S13,2013,Accepted,Accepted,2013-03-19,,,,,International,deedy_2015
0f7480251d25,Boston University (BU),Boston University,Political Science,PhD,F13,2013,Other,Other,2013-03-19,,,,,American,deedy_2015
7bcb67e8d793,American University,American University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-19,,,,,American,deedy_2015
5b351da2cf4e,Simon Fraser University (SFU),Simon Fraser University (SFU),Political Science,MA,F13,2013,Rejected,Rejected,2013-03-19,,,,,International,deedy_2015
89e15072b22e,Harvard University,Harvard University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-19,3.63,,,5.5,American,deedy_2015
048874d2ad38,"University Of California, Riverside (UCR)","University Of California, Riverside (UCR)",Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-18,,,,,American,deedy_2015
4125c7191e03,American University,American University,Political Science/Government,PhD,F13,2013,Rejected,Rejected,2013-03-18,3.66,,,4.5,International with US Degree,deedy_2015
f0a998e4719a,Memorial University Of Newfoundland (MUN),Memorial University Of Newfoundland (MUN),Political Science,MA,F13,2013,Rejected,Rejected,2013-03-18,,,,,International,deedy_2015
d3e89c1de706,University Of Virginia (UVA),University of Virginia,Political Science (Theory),PhD,F13,2013,Wait listed,Waitlisted,2013-03-18,,,,,American,deedy_2015
93ff0d237fa6,Harvard University,Harvard University,Political Science (Theory),PhD,F13,2013,Rejected,Rejected,2013-03-18,3.95,,,6.0,American,deedy_2015
c324321cc9f1,University Of Oxford,University Of Oxford,Political Science (IR),PhD,F13,2013,Rejected,Rejected,2013-03-18,,,,,International,deedy_2015
a163c86ab466,Boston University (BU),Boston University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-18,,,,,American,deedy_2015
22b712b2f431,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-17,,,,,International,deedy_2015
e37f317b097a,University Of Waterloo,University Of Waterloo,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-17,,,,,,deedy_2015
42354905d156,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-17,,,,,,deedy_2015
2ab68018045d,Columbia University,Columbia University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-16,,,,,American,deedy_2015
801d7abb677a,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-16,3.4,,,4.0,American,deedy_2015
0937d96376c7,"University Of Missouri, Columbia",Columbia University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-16,,,,3.5,International,deedy_2015
b338f78a8bda,MCGILL,MCGILL,POLITICAL SCIENCE,MA,F13,2013,Accepted,Accepted,2013-03-16,,,,,Other,deedy_2015
f80bb34e35ef,Carleton University,Carleton University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-15,,,,,International,deedy_2015
be1c500e6bb7,"Loyola University, Chicago","Loyola University, Chicago",Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-15,,,,,American,deedy_2015
5e983c68e996,Boston University (BU),Boston University,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-15,3.98,,,4.5,American,deedy_2015
e8ffb49d94f2,University Of British Columbia (UBC),Columbia University,Political Science (political Theory),MA,F13,2013,Wait listed,Waitlisted,2013-03-15,,,,,International,deedy_2015
6a42bbcf120d,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-15,,,,,American,deedy_2015
61b5027dad23,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-15,,,,,American,deedy_2015
3897975e712f,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Other,Other,2013-03-15,3.66,,,4.5,International with US Degree,deedy_2015
98bf4454f5f1,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-15,3.09,,,5.5,American,deedy_2015
01e0f38d8e6f,U Of Missouri-Columbia,Columbia University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-15,,,,,International,deedy_2015
9dfaac5c7762,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-14,,,,,,deedy_2015
c807b80b7259,University Of British Columbia (UBC),Columbia University,Political Science,MA,F13,2013,Rejected,Rejected,2013-03-14,,,,,International,deedy_2015
39b8860da07e,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-14,,,,,International,deedy_2015
ac5c7f738ba8,"University Of Nebraska, Lincoln","University Of Nebraska, Lincoln",Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-14,,,,,American,deedy_2015
3764195ab93b,Harvard University,Harvard University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-14,,,,,American,deedy_2015
f207c78a2046,University Of British Columbia (UBC),Columbia University,Political Science (Theory),MA,F13,2013,Wait listed,Waitlisted,2013-03-14,,,,,International,deedy_2015
4058b0b7e9a1,Georgetown University,Georgetown University,Political Science/Government (comparative),PhD,F13,2013,Accepted,Accepted,2013-03-14,,,,,American,deedy_2015
7bad01f00fe9,University Of British Columbia (UBC),Columbia University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-14,,,,,International with US Degree,deedy_2015
9af9991d304c,Boston University (BU),Boston University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-14,,,,,,deedy_2015
6ceb0667013b,European University Institute,European University Institute,Political Science,PhD,F13,2013,Other,Other,2013-03-14,,,,,International,deedy_2015
4ce7f39e1b9c,University Of Georgia,University Of Georgia,Political Science And International Affairs,MA,F13,2013,Rejected,Rejected,2013-03-14,,,,,International,deedy_2015
6c997d400d34,University Of Connecticut,University Of Connecticut,Political Science,MA,F13,2013,Rejected,Rejected,2013-03-14,,,,,International,deedy_2015
11e18580e802,Graduate Institute Of International And Development Studies,Graduate Institute Of International And Development Studies,International Relations/Political Science,MA,F13,2013,Accepted,Accepted,2013-03-14,,,,,International,deedy_2015
7c20ac69e52a,McMaster University,McMaster University,Political Science (IR),PhD,F13,2013,Accepted,Accepted,2013-03-14,,,,,International,deedy_2015
119d10e2ac3c,Rutgers University,Rutgers University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-14,3.63,,,5.5,American,deedy_2015
8ea23860e5ae,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,MA,F13,2013,Wait listed,Waitlisted,2013-03-13,,,,,,deedy_2015
7a959537ac64,University Of Saskatchewan,University Of Saskatchewan,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-13,,,,,International,deedy_2015
e5730f459035,Brandeis University,Brandeis University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-13,,,,,International,deedy_2015
e9d51c974b60,American University,American University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-13,,,,5.0,International,deedy_2015
e5898a318295,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-13,3.55,,,,International with US Degree,deedy_2015
96fdac260d53,McGill University,McGill University,International Relations/Political Science (Thesis),MA,F13,2013,Rejected,Rejected,2013-03-13,3.67,,,4.0,International with US Degree,deedy_2015
f676a238eaf2,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-13,,,,,American,deedy_2015
8fe0fb268f1a,University Of Virginia (UVA),University of Virginia,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-13,,,,,International,deedy_2015
0ba1f7f38dd1,U Of Missouri-Columbia,Columbia University,Political Science (IR/CP),PhD,F13,2013,Accepted,Accepted,2013-03-13,,,,,International,deedy_2015
09f285414603,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,MA,F13,2013,Accepted,Accepted,2013-03-12,,,,,International,deedy_2015
1d306f012d1c,"Ohio University, Athens","Ohio University, Athens",Political Science,MA,F13,2013,Accepted,Accepted,2013-03-12,,,,,American,deedy_2015
4473589c438a,University Of Toronto (UofT),University Of Toronto (UofT),Political Sciences,MA,F13,2013,Wait listed,Waitlisted,2013-03-12,,,,,International with US Degree,deedy_2015
d14f640e15de,Georgetown University,Georgetown University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-12,3.86,,,4.0,American,deedy_2015
76b5ebd8f133,University Of Connecticut,University Of Connecticut,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-12,,,,,International with US Degree,deedy_2015
debe6c881a89,University Of Connecticut,University Of Connecticut,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-12,,,,,American,deedy_2015
9db3296e53cd,European University Institute,European University Institute,Political Science (theory),PhD,F13,2013,Interview,Interview,2013-03-12,,,,,International,deedy_2015
fe5342d47f12,Memorial University Of Newfoundland (MUN),Memorial University Of Newfoundland (MUN),Political Science (Internship Stream),MA,F13,2013,Accepted,Accepted,2013-03-12,,,,,,deedy_2015
4294609827e8,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Other,Other,2013-03-12,,,,,International,deedy_2015
3534c37b0d5d,Appalachian State University,Appalachian State University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-12,3.0,,,3.5,International,deedy_2015
3915f82b428a,Pennsylvania State University (Penn State),University of Pennsylvania,Political Science (IR),PhD,F13,2013,Rejected,Rejected,2013-03-12,3.9,,,4.0,International,deedy_2015
638a15d5cc7c,Concordia University,Concordia University,Political Science,MA,S13,2013,Accepted,Accepted,2013-03-12,,,,,Other,deedy_2015
0ec9cc40e619,University Of Ottawa,University Of Ottawa,Political Science,MA,S13,2013,Accepted,Accepted,2013-03-12,,,,,Other,deedy_2015
d21c0f67dc72,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,MA,S13,2013,Wait listed,Waitlisted,2013-03-12,,,,,Other,deedy_2015
d86ea3e716c5,"University Of California, Riverside (UCR)","University Of California, Riverside (UCR)",Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-12,,,,,American,deedy_2015
8b42e4b9f98c,McGill University,McGill University,Political Science,MA,F13,2013,Rejected,Rejected,2013-03-12,,,,,,deedy_2015
de91f3ea6d35,London School Of Economics (LSE),London School Of Economics (LSE),Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-12,,,,,International,deedy_2015
136d8075428e,Boston University (BU),Boston University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-12,,,,,American,deedy_2015
fb917f19c82a,University Of Toronto (UofT),University Of Toronto (UofT),Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-11,,,,,Other,deedy_2015
9123f310ddb9,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-11,,,,,American,deedy_2015
2daa1ec188af,Northeastern University,Northeastern University,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-11,3.29,,,4.0,International,deedy_2015
174925394a5e,Temple University,Temple University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-11,,,,,American,deedy_2015
915ed8654b03,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-11,,,,,American,deedy_2015
69a89b148813,Columbia University,Columbia University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-11,3.62,,,5.5,International,deedy_2015
e66805971db4,University Of Delaware,University Of Delaware,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-11,,,,,American,deedy_2015
008dc4a332c0,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-10,,,,,International with US Degree,deedy_2015
6e8484d2c41f,"University Of Washington, Seattle (UW)","University Of Washington, Seattle (UW)",Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-10,,,,,International with US Degree,deedy_2015
c877b9695a73,"University Of Florida, Gainesville (UFL)",University of Florida,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-09,,,,,American,deedy_2015
a95107c56fed,Harvard University,Harvard University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-09,,,,,International,deedy_2015
28913a0d60ee,University Of Pittsburgh,University of Pittsburgh,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-09,,,,,International,deedy_2015
9ba34ff89424,Rice University,Rice University,Political Science(IR),PhD,S13,2013,Wait listed,Waitlisted,2013-03-09,,,,,International,deedy_2015
85d2b5abb5a3,Brandeis University,Brandeis University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-09,,,,,American,deedy_2015
42d5d3ff71dc,SUNY Binghamton,SUNY Binghamton,Political Science,MA,F13,2013,Rejected,Rejected,2013-03-09,,,,,International,deedy_2015
26c34ed4e65d,London School Of Economics (LSE),London School Of Economics (LSE),Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-09,,,,,,deedy_2015
7bc2d35e2fe0,SUNY Binghamton,SUNY Binghamton,Political Science,MA,F13,2013,Accepted,Accepted,2013-03-09,3.51,,,4.5,,deedy_2015
c524e7ed278f,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-08,3.66,,,4.5,International with US Degree,deedy_2015
090fb1f552bc,Brandeis University,Brandeis University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-08,,,,,International,deedy_2015
cb5dc006a934,University Of Patna,University Of Patna,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-08,,,,,International,deedy_2015
7de556061252,George Mason University (GMU),George Mason University (GMU),Political Science (IR),PhD,F13,2013,Other,Other,2013-03-08,3.62,,,4.0,American,deedy_2015
c3a4d317e0b8,Brandeis University,Brandeis University,Political Science,PhD,S13,2013,Rejected,Rejected,2013-03-08,,,,,,deedy_2015
b8489c04b871,Temple University,Temple University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-08,,,,,American,deedy_2015
810974b0d20a,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-07,3.52,,,6.0,American,deedy_2015
b06f8052f854,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,F13,2013,Other,Other,2013-03-07,,,,,American,deedy_2015
22e08719e42f,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-07,,,,,American,deedy_2015
cf0b1b1f3f67,Claremont Graduate University,Claremont Graduate University,Political Science,PhD,F13,2013,Accepted,Accepted,2013-03-07,3.66,,,4.5,International with US Degree,deedy_2015
1e584025a18c,University Of Virginia (UVA),University of Virginia,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-07,3.81,,,5.0,American,deedy_2015
a6997dc2b79c,Yale University,Yale University,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-07,3.5,,,4.5,American,deedy_2015
4fe7a4511f9b,Georgia State University (GSU),Georgia State University (GSU),Political Science - International Affairs Masters,MA,F13,2013,Accepted,Accepted,2013-03-07,,,,,American,deedy_2015
7812acc5c322,University Of Georgia,University Of Georgia,International Affairs - Political Science Masters,MA,F13,2013,Rejected,Rejected,2013-03-07,,,,,American,deedy_2015
bfb9ff776b1f,George Mason University (GMU),George Mason University (GMU),Political Science,MA,F13,2013,Accepted,Accepted,2013-03-07,2.22,,,4.0,International,deedy_2015
e65963d9b2d2,Harvard University,Harvard University,Department Of Government (political Science),PhD,F13,2013,Rejected,Rejected,2013-03-07,3.57,,,5.5,American,deedy_2015
531fd996b5b0,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,F13,2013,Wait listed,Waitlisted,2013-03-07,,,,,American,deedy_2015
b289742029fb,George Washington University (GWU),George Washington University,Political Science,PhD,F13,2013,Other,Other,2013-03-07,,,,,Other,deedy_2015
1ea5fcddb1c4,CUNY,CUNY,Political Science,PhD,F13,2013,Rejected,Rejected,2013-03-07,,,,,International,deedy_2015
