rowid,school_raw,school_clean,program_raw,degree,season_code,season_year,decision,decision_class,date_posted,gpa,gre_v,gre_q,gre_w,applicant_status,source
1c198115d084,Stockholm University,Stockholm University,Political Science,PhD,F26,2026,Rejected on May 19,Rejected,2026-05-19,,,,,International,gradcafe_scrape
78d5f06b9e42,Department of political science University of Toronto,Department of political science University of Toronto,Political Science,PhD,F26,2026,Accepted on May 01,Accepted,2026-05-01,3.5,,,,Other,gradcafe_scrape
a1db5c55d560,University of Vienna,University of Vienna,Political Science,PhD,F26,2026,Rejected on Apr 24,Rejected,2026-04-24,,,,,International,gradcafe_scrape
ee15d52a213f,Kings College London,Kings College London,Political Science,PhD,F26,2026,Accepted on Apr 24,Accepted,2026-04-24,,169,,5.5,International,gradcafe_scrape
3f3fad25716c,University of Houston,University of Houston,Political Science,PhD,F26,2026,Rejected on Apr 22,Rejected,2026-04-23,3.73,,,,International,gradcafe_scrape
c5a9f32981e3,University of South Carolina,University of South Carolina,Political Science,PhD,F26,2026,Rejected on Apr 23,Rejected,2026-04-23,4.0,159,,3.5,International,gradcafe_scrape
8d6a6caa0083,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Political Science,PhD,F26,2026,Rejected on Apr 21,Rejected,2026-04-21,,,,,International,gradcafe_scrape
22b31de20e19,Massachusetts Institute of Technology (MIT),MIT,Political Science,PhD,F26,2026,Accepted on Apr 15,Accepted,2026-04-16,,163,,,International,gradcafe_scrape
d911d5d855c3,Georgetown University,Georgetown University,Political Science,PhD,F26,2026,Rejected on Apr 16,Rejected,2026-04-16,,,,,International,gradcafe_scrape
7c40a7bd1053,University of Minnesota,University of Minnesota,Political Science,PhD,F26,2026,Wait listed on Apr 15,Waitlisted,2026-04-15,,,,,International,gradcafe_scrape
734e48acca14,Yale University,Yale University,Political Science,PhD,F26,2026,Wait listed on Feb 19,Waitlisted,2026-04-15,,,,,American,gradcafe_scrape
3d065e6ebd98,"University of Notre Dame, Ohio State University, University of Illinois Urbana-Champaign",Ohio State University,Political Science,PhD,F26,2026,Accepted on Apr 14,Accepted,2026-04-14,,,,,International,gradcafe_scrape
243ef0946c0f,NYU,New York University,Political Science,PhD,F26,2026,Rejected on Apr 14,Rejected,2026-04-14,,,,,International,gradcafe_scrape
dce4d3645792,Harvard University,Harvard University,Political Science,PhD,F26,2026,Wait listed on Apr 14,Waitlisted,2026-04-14,,,,,International,gradcafe_scrape
f57efc05351b,New York University,New York University,Political Science,PhD,F26,2026,Wait listed on Apr 13,Waitlisted,2026-04-13,,,,,International,gradcafe_scrape
02d4c570361f,"University of California, Berkeley",UC Berkeley,Political Science,PhD,F26,2026,Wait listed on Feb 02,Waitlisted,2026-04-13,,,,,American,gradcafe_scrape
9dbf859fdb04,Massachusetts Institute of Technology (MIT),MIT,Political Science,PhD,F26,2026,Wait listed on Feb 06,Waitlisted,2026-04-12,,,,,International,gradcafe_scrape
d77d4d9729e6,"University of California, Riverside","University of California, Riverside",Political Science,PhD,F26,2026,Rejected on Apr 08,Rejected,2026-04-09,3.5,,,,American,gradcafe_scrape
4819adcf962a,Central European University,Central European University,Political Science,PhD,F26,2026,Rejected on Apr 07,Rejected,2026-04-08,,,,,International,gradcafe_scrape
479324eb0f48,Uppsala University,Uppsala University,Political Science,PhD,F26,2026,Rejected on Apr 07,Rejected,2026-04-07,,,,,International,gradcafe_scrape
8a5a5f700dec,University of Houston,University of Houston,Political Science,PhD,F26,2026,Wait listed on Mar 12,Waitlisted,2026-04-07,,,,,International,gradcafe_scrape
1bf103909b73,Carleton University,Carleton University,Political Science,PhD,F26,2026,Rejected on Apr 06,Rejected,2026-04-06,3.9,,,,International,gradcafe_scrape
126b878066a7,Colorado State University,Colorado State University,Political Science,PhD,F26,2026,Accepted on Mar 20,Accepted,2026-04-03,,,,,International,gradcafe_scrape
a059acd3adb2,"University of California, Merced","University of California, Merced",Political Science,PhD,F25,2025,Rejected on Mar 30,Rejected,2026-03-31,3.98,,,,American,gradcafe_scrape
3cd36bc9870f,Binghamton University,SUNY Binghamton,Political Science,PhD,F26,2026,Rejected on Mar 31,Rejected,2026-03-31,3.5,,,,American,gradcafe_scrape
237298b4c642,Emory University,Emory University,Political Science,PhD,F26,2026,Rejected on Mar 31,Rejected,2026-03-31,,,,,International,gradcafe_scrape
7b84504d693c,Emory,Emory University,Political Science,PhD,F26,2026,Rejected on Mar 31,Rejected,2026-03-31,4.0,163,,4.0,International,gradcafe_scrape
6a82ffc7f67f,York University,York University,Political Science,PhD,F26,2026,Wait listed on Mar 31,Waitlisted,2026-03-31,3.9,,,,International,gradcafe_scrape
f44dec4b0e11,University of Maryland,University of Maryland,Political Science,PhD,F26,2026,Wait listed on Feb 10,Waitlisted,2026-03-30,,,,,International,gradcafe_scrape
021c652cc026,Emory University,Emory University,Political Science,PhD,F26,2026,Wait listed on Mar 24,Waitlisted,2026-03-30,,,,,International,gradcafe_scrape
004cffc97e22,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Wait listed on Mar 19,Waitlisted,2026-03-30,,,,,International,gradcafe_scrape
aa1bbedeaa30,University of Virginia,University of Virginia,Political Science,PhD,F26,2026,Wait listed on Mar 27,Waitlisted,2026-03-30,,,,,International,gradcafe_scrape
31e8e65a180b,Université de Montréal,Université de Montréal,Political Science,PhD,F26,2026,Accepted on Mar 30,Accepted,2026-03-30,3.93,,,,Other,gradcafe_scrape
8e7a03df84d6,Rutgers University,Rutgers University,Political Science,PhD,F26,2026,Wait listed on Feb 18,Waitlisted,2026-03-28,,,,,International,gradcafe_scrape
f1447ec98530,"University of Maryland, College Park",University of Maryland,Political Science,PhD,F26,2026,Wait listed on Feb 10,Waitlisted,2026-03-27,4.0,,,,International,gradcafe_scrape
9f0d59f85f54,University of Maryland,University of Maryland,Political Science,PhD,F26,2026,Wait listed on Feb 10,Waitlisted,2026-03-27,4.0,,,,International,gradcafe_scrape
ee54baa06659,University of Texas at Austin,University of Texas at Austin,Political Science,PhD,F26,2026,Interview on Mar 25,Interview,2026-03-26,4.0,,,,International,gradcafe_scrape
ab625619943d,Aarhus University,Aarhus University,Political Science,PhD,F26,2026,Rejected on Mar 26,Rejected,2026-03-26,,,,,International,gradcafe_scrape
673aec4ff3bf,European University Institute,European University Institute,Political Science,PhD,F26,2026,Accepted on Mar 24,Accepted,2026-03-25,,,,,,gradcafe_scrape
6ef85f44bc79,New York University,New York University,Political Science,PhD,F26,2026,Rejected on Mar 24,Rejected,2026-03-24,,,,,American,gradcafe_scrape
fb273207b47d,York University,York University,Political Science,PhD,F26,2026,Rejected on Mar 24,Rejected,2026-03-24,3.98,,,,American,gradcafe_scrape
98644f95d88b,University of Cincinnati,University of Cincinnati,Political Science,PhD,F26,2026,Wait listed on Mar 13,Waitlisted,2026-03-24,3.99,,,,International,gradcafe_scrape
e792bb7014dd,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Political Science,PhD,F26,2026,Wait listed on Mar 23,Waitlisted,2026-03-23,,,,,American,gradcafe_scrape
a707095a8f6e,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Wait listed on Mar 19,Waitlisted,2026-03-23,,,,,International,gradcafe_scrape
06435a23fd7d,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Accepted on Mar 20,Accepted,2026-03-20,,,,,International,gradcafe_scrape
a5a04d4d40be,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Wait listed on Mar 19,Waitlisted,2026-03-20,3.91,,,,American,gradcafe_scrape
6f01a1d29ee4,Brown University,Brown University,Political Science,PhD,F26,2026,Rejected on Feb 02,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
904396ab0ba6,"University of California, Berkeley",UC Berkeley,Political Science,PhD,F26,2026,Rejected on Feb 10,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
5bf3aa10ef15,Princeton University,Princeton University,Political Science,PhD,F26,2026,Rejected on Feb 12,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
565479531193,University of Michigan,University of Michigan,Political Science,PhD,F26,2026,Rejected on Feb 12,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
1c9f36789c5a,University of Washington,University of Washington,Political Science,PhD,F26,2026,Rejected on Feb 12,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
d9cdb9dae433,University of North Carolina (UNC),University of North Carolina (UNC),Political Science,PhD,F26,2026,Rejected on Feb 24,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
0def9233a930,Duke University,Duke University,Political Science,PhD,F26,2026,Rejected on Mar 10,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
36f5a4d637c4,University of Chicago,University of Chicago,Political Science,PhD,F26,2026,Rejected on Jan 12,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
5ba9c3b877c8,University of Kansas,University of Kansas,Political Science,PhD,F26,2026,Rejected on Mar 04,Rejected,2026-03-19,3.6,164,,5.0,American,gradcafe_scrape
0e2e87b0ba96,University of Oxford,University of Oxford,Political Science,PhD,F26,2026,Rejected on Mar 19,Rejected,2026-03-19,3.91,,,,International,gradcafe_scrape
9e0073203722,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Rejected on Apr 20,Rejected,2026-03-19,3.93,168,,5.0,International,gradcafe_scrape
e607e2bf3c37,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Wait listed on Mar 19,Waitlisted,2026-03-19,3.83,,,,International,gradcafe_scrape
548cd9806e5e,University of British Columbia,Columbia University,Political Science,PhD,F26,2026,Accepted on Mar 18,Accepted,2026-03-18,4.36,,,,,gradcafe_scrape
6937964686ff,University of British Columbia,Columbia University,Political Science,PhD,F26,2026,Accepted on Mar 16,Accepted,2026-03-17,3.97,,,,,gradcafe_scrape
603119dd0c2c,Rutgers University,Rutgers University,Political Science,PhD,F26,2026,Rejected on Mar 17,Rejected,2026-03-17,3.5,,,,American,gradcafe_scrape
49f8e1abc56d,University of Kansas,University of Kansas,Political Science,PhD,F26,2026,Accepted on Mar 16,Accepted,2026-03-17,3.48,155,,4.5,American,gradcafe_scrape
4e560428f1ad,University of Oxford,University of Oxford,Political Science,PhD,F26,2026,Accepted on Mar 17,Accepted,2026-03-17,,,,,American,gradcafe_scrape
8dc0c9936322,University of Pittsburgh,University of Pittsburgh,Political Science,PhD,F26,2026,Rejected on Mar 17,Rejected,2026-03-17,,,,,International,gradcafe_scrape
1bf2b384231c,University of British Columbia,Columbia University,Political Science,PhD,F26,2026,Rejected on Mar 16,Rejected,2026-03-16,3.93,168,,5.0,International,gradcafe_scrape
30b93660cef1,University College London,University College London,Political Science,PhD,F26,2026,Rejected on Jan 05,Rejected,2026-03-13,4.0,,,,International,gradcafe_scrape
19ba7020b20b,University of Iowa,University of Iowa,Political Science,PhD,F26,2026,Wait listed on Mar 13,Waitlisted,2026-03-13,3.9,,,,American,gradcafe_scrape
7a20d51815b7,University of Wisconsin - Madison,University of Wisconsin-Madison,Political Science,PhD,F26,2026,Wait listed on Jan 21,Waitlisted,2026-03-12,,,,,American,gradcafe_scrape
0824649d9733,Duke University,Duke University,Political Science,PhD,F26,2026,Rejected on Mar 11,Rejected,2026-03-12,,,,,American,gradcafe_scrape
4585282c3246,Central European University,Central European University,Political Science,PhD,F26,2026,Interview on Mar 12,Interview,2026-03-12,,,,,American,gradcafe_scrape
cd801026614b,Texas A&M University - College Station,Texas A&M University - College Station,Political Science,PhD,F26,2026,Accepted on Feb 24,Accepted,2026-03-12,,157,,4.5,International,gradcafe_scrape
d82a6bec7651,Duke University,Duke University,Political Science,PhD,F26,2026,Rejected on Mar 10,Rejected,2026-03-11,3.88,,,,American,gradcafe_scrape
1408c5a72475,Binghamton University,SUNY Binghamton,Political Science,PhD,F26,2026,Rejected on Mar 11,Rejected,2026-03-11,3.93,168,,5.0,International,gradcafe_scrape
ae4f59d96593,University of Hawaii at Manoa,University of Hawaii at Manoa,Political Science,PhD,F26,2026,Wait listed on Mar 10,Waitlisted,2026-03-10,,,,,American,gradcafe_scrape
1e23dd93967e,Duke University,Duke University,Political Science,PhD,F26,2026,Rejected on Mar 10,Rejected,2026-03-10,3.93,,,,International,gradcafe_scrape
f3ff4721a81c,Boston College,Boston College,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-10,3.89,,,,American,gradcafe_scrape
69a8826405e8,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-10,4.0,159,,3.5,International,gradcafe_scrape
e02f1ae64f9f,Syracuse University,Syracuse University,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-09,3.86,165,,5.0,International,gradcafe_scrape
1baa9f5e4e57,Georgetown University,Georgetown University,Political Science,PhD,F26,2026,Wait listed on Mar 02,Waitlisted,2026-03-09,,,,,American,gradcafe_scrape
423a121c9617,CUNY Graduate School and University Center,CUNY Graduate School and University Center,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-09,3.95,,,,American,gradcafe_scrape
76d093efcdc8,Boston College,Boston College,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-09,3.88,,,,American,gradcafe_scrape
9944661fce5c,CUNY Graduate Center,CUNY Graduate Center,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-09,4.0,,,,American,gradcafe_scrape
81df33a1b52c,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Rejected on Mar 09,Rejected,2026-03-09,,,,,International,gradcafe_scrape
381a3e7b3355,Michigan State University,Michigan State University,Political Science,PhD,F26,2026,Accepted on Feb 13,Accepted,2026-03-09,3.9,163,,4.5,International,gradcafe_scrape
331f0c0aa9e6,University of Pennsylvania,University of Pennsylvania,Political Science,PhD,F26,2026,Wait listed on Feb 14,Waitlisted,2026-03-09,3.9,163,,4.5,International,gradcafe_scrape
d53728b9783f,University of San Diego,University of San Diego,Political Science,PhD,F26,2026,Wait listed on Feb 10,Waitlisted,2026-03-09,3.9,163,,4.5,International,gradcafe_scrape
3ba0cc90914f,University of Minnesota,University of Minnesota,Political Science,PhD,F26,2026,Rejected on Feb 13,Rejected,2026-03-08,3.93,,,,American,gradcafe_scrape
4587abdb027d,University of Massachusetts Amherst,University of Massachusetts Amherst,Political Science,PhD,F26,2026,Wait listed on Mar 02,Waitlisted,2026-03-08,3.93,,,,American,gradcafe_scrape
3fb90bc0b599,Brown University,Brown University,Political Science,PhD,F26,2026,Rejected on Feb 02,Rejected,2026-03-08,3.93,,,,American,gradcafe_scrape
9021374ed384,University of California (UCSD),UC San Diego,Political Science,PhD,F26,2026,Rejected on Feb 12,Rejected,2026-03-08,3.93,,,,American,gradcafe_scrape
02da9438de94,Michigan State University,Michigan State University,Political Science,PhD,F26,2026,Rejected on Feb 13,Rejected,2026-03-08,3.93,,,,American,gradcafe_scrape
fb3be65d4a7b,McGill University,McGill University,Political Science,PhD,F26,2026,Rejected on Mar 04,Rejected,2026-03-07,,,,,International,gradcafe_scrape
5e7fedfada1c,University of Victoria,University of Victoria,Political Science,PhD,F26,2026,Accepted on Mar 05,Accepted,2026-03-05,3.98,,,,American,gradcafe_scrape
9f2336053e45,Texas A & M University,Texas A & M University,Political Science,PhD,F26,2026,Accepted on Feb 24,Accepted,2026-03-05,3.93,168,,5.0,International,gradcafe_scrape
366ac41bdf98,University of Pittsburgh,University of Pittsburgh,Political Science,PhD,F26,2026,Accepted on Feb 19,Accepted,2026-03-05,3.93,168,,5.0,International,gradcafe_scrape
6d211214553f,CUNY Graduate Center,CUNY Graduate Center,Political Science,PhD,F26,2026,Rejected on Mar 05,Rejected,2026-03-05,3.98,,,,American,gradcafe_scrape
f9f83495232e,McGill University,McGill University,Political Science,PhD,F26,2026,Rejected on Mar 05,Rejected,2026-03-05,3.98,,,,American,gradcafe_scrape
94fe559a9263,McGill,McGill,Political Science,PhD,F26,2026,Rejected on Mar 05,Rejected,2026-03-05,3.97,,,,International,gradcafe_scrape
912df5eebec1,McGill University,McGill University,Political Science,PhD,F26,2026,Rejected on Mar 04,Rejected,2026-03-05,,,,,International,gradcafe_scrape
820fbea72539,UC San Diego,UC San Diego,Political Science,PhD,F26,2026,Accepted on Mar 04,Accepted,2026-03-04,4.0,165,,4.5,International,gradcafe_scrape
18db8ebf8a0b,McMaster University,McMaster University,Political Science,PhD,F26,2026,Rejected on Mar 04,Rejected,2026-03-04,,,,,International,gradcafe_scrape
6c32dac0c350,University of Iowa,University of Iowa,Political Science,PhD,F26,2026,Rejected on Mar 04,Rejected,2026-03-04,4.0,159,,3.5,International,gradcafe_scrape
cc3d60d2a59e,Emory University,Emory University,Political Science,PhD,F26,2026,Interview on Mar 04,Interview,2026-03-04,,,,,International,gradcafe_scrape
0eda22ffdf5a,University of Western Ontario,University of Western Ontario,Political Science,PhD,F26,2026,Accepted on Mar 04,Accepted,2026-03-04,4.0,,,,International,gradcafe_scrape
b07bba08ef4c,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Political Science,PhD,F26,2026,Interview on Mar 03,Interview,2026-03-03,,,,,International,gradcafe_scrape
5cc8d3a98178,University of Western Ontario,University of Western Ontario,Political Science,PhD,F26,2026,Rejected on Mar 03,Rejected,2026-03-03,3.98,164,,4.0,American,gradcafe_scrape
8d1529cd53d5,European University Institute,European University Institute,Political Science,PhD,F26,2026,Interview on Feb 25,Interview,2026-03-03,,,,,International,gradcafe_scrape
6e917504f728,New York University,New York University,Political Science,PhD,F26,2026,Accepted on Mar 03,Accepted,2026-03-03,,,,,International,gradcafe_scrape
26e4cf1e58b4,New York University,New York University,Political Science,PhD,F26,2026,Wait listed on Mar 02,Waitlisted,2026-03-03,3.79,,,,American,gradcafe_scrape
6dd3442bc141,New York University,New York University,Political Science,PhD,F26,2026,Wait listed on Mar 02,Waitlisted,2026-03-02,3.95,166,,6.0,American,gradcafe_scrape
2398dfed7c6b,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Accepted on Mar 02,Accepted,2026-03-02,3.9,,,,International,gradcafe_scrape
fd33581019ca,Northern Illinois University,Northern Illinois University,Political Science,PhD,F26,2026,Accepted on Mar 02,Accepted,2026-03-02,,,,,International,gradcafe_scrape
dc524b0c696c,University of Wisconsin - Madison,University of Wisconsin-Madison,Political Science,PhD,F26,2026,Rejected on Feb 20,Rejected,2026-03-02,3.84,,,,American,gradcafe_scrape
22ebb2444349,University of Chicago,University of Chicago,Political Science,PhD,F26,2026,Wait listed on Jan 12,Waitlisted,2026-03-02,3.84,,,,American,gradcafe_scrape
6cd18a08eaf1,Harvard University,Harvard University,Political Science,PhD,F26,2026,Rejected on Mar 02,Rejected,2026-03-02,3.93,168,,5.0,International,gradcafe_scrape
b27bc9a22695,University of Illinois,University of Illinois,Political Science,PhD,F26,2026,Rejected on Mar 02,Rejected,2026-03-02,3.89,,,,American,gradcafe_scrape
878327c33ebe,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Political Science,PhD,F26,2026,Rejected on Mar 02,Rejected,2026-03-02,,,,,International,gradcafe_scrape
37c62709427d,University of Massachusetts Amherst,University of Massachusetts Amherst,Political Science,PhD,F26,2026,Wait listed on Mar 02,Waitlisted,2026-03-02,3.89,,,,American,gradcafe_scrape
181fd5e40c14,London School of Economics and Political Science (LSE),London School of Economics and Political Science (LSE),Political Science,PhD,F26,2026,Rejected on Mar 02,Rejected,2026-03-02,4.0,169,,,International,gradcafe_scrape
8c6d2af5c82a,University of Massachusetts Amherst,University of Massachusetts Amherst,Political Science,PhD,F26,2026,Rejected on Feb 27,Rejected,2026-03-01,3.45,162,,5.0,International,gradcafe_scrape
169846a40c64,University of Hawaii at Manoa,University of Hawaii at Manoa,Political Science,PhD,F26,2026,Wait listed on Feb 28,Waitlisted,2026-02-28,,,,,American,gradcafe_scrape
6005734ca1d4,University of Wisconsin - Madison,University of Wisconsin-Madison,Political Science,PhD,F26,2026,Rejected on Feb 20,Rejected,2026-02-28,3.5,,,,American,gradcafe_scrape
3081213a0f47,"University of California, Santa Barbara",UC Santa Barbara,Political Science,PhD,F26,2026,Rejected on Feb 26,Rejected,2026-02-28,3.5,,,,American,gradcafe_scrape
36dde07ab70f,Harvard University,Harvard University,Political Science,PhD,F26,2026,Interview on Feb 27,Interview,2026-02-27,,,,,American,gradcafe_scrape
96f05d501055,University of Massachusetts Amherst,University of Massachusetts Amherst,Political Science,PhD,F26,2026,Rejected on Feb 27,Rejected,2026-02-27,3.98,,,,American,gradcafe_scrape
0d655799fabb,Emory University,Emory University,Political Science,PhD,F26,2026,Rejected on Feb 18,Rejected,2026-02-27,,,,,American,gradcafe_scrape
83b2dbaa2c80,Louisiana State University,Louisiana State University,Political Science,PhD,F26,2026,Accepted on Feb 26,Accepted,2026-02-27,4.0,159,,3.5,International,gradcafe_scrape
801917db97d5,Harvard University,Harvard University,Political Science,PhD,F26,2026,Accepted on Apr 15,Accepted,2026-02-27,3.97,169,,,International,gradcafe_scrape
a257931604f0,University of California (UCSB),UC Santa Barbara,Political Science,PhD,F26,2026,Rejected on Feb 27,Rejected,2026-02-27,3.67,,,,International,gradcafe_scrape
8b82d4b78260,Washington University in St. Louis (WashU/WUSTL),Washington University in St. Louis,Political Science,PhD,F26,2026,Accepted on Feb 26,Accepted,2026-02-26,3.5,,,,International,gradcafe_scrape
6d8fc554a362,Cornell University,Cornell University,Political Science,PhD,F26,2026,Wait listed on Feb 25,Waitlisted,2026-02-26,3.5,,,,International,gradcafe_scrape
19c12a3ebdaf,Cornell University,Cornell University,Political Science,PhD,F26,2026,Rejected on Feb 24,Rejected,2026-02-26,,,,,International,gradcafe_scrape
2896a2eb1ee8,Harvard University,Harvard University,Political Science,PhD,F26,2026,Accepted on Feb 26,Accepted,2026-02-26,3.95,166,,6.0,American,gradcafe_scrape
5cf076128346,University of Toronto,University of Toronto,Political Science,PhD,F26,2026,Wait listed on Feb 24,Waitlisted,2026-02-26,,,,,International,gradcafe_scrape
0ef42f8b72f4,George Mason University,George Mason University,Political Science,PhD,F26,2026,Rejected on Feb 25,Rejected,2026-02-26,,,,,International,gradcafe_scrape
b18aa4516437,Bocconi University,Bocconi University,Political Science,PhD,F26,2026,Wait listed on Feb 26,Waitlisted,2026-02-26,,,,,International,gradcafe_scrape
7f434d89fe29,Boston University,Boston University,Political Science,PhD,F26,2026,Rejected on Feb 25,Rejected,2026-02-25,,,,,International,gradcafe_scrape
13005619d6f0,Texas A&M University - College Station,Texas A&M University - College Station,Political Science,PhD,F26,2026,Wait listed on Feb 25,Waitlisted,2026-02-25,,,,,International,gradcafe_scrape
28f11157150a,University of Massachusetts Amherst,University of Massachusetts Amherst,Political Science,PhD,F26,2026,Rejected on Feb 25,Rejected,2026-02-25,3.7,,,,American,gradcafe_scrape
61e69f16dde4,George Mason University,George Mason University,Political Science,PhD,F26,2026,Rejected on Feb 25,Rejected,2026-02-25,,,,,International,gradcafe_scrape
1fd5222b7442,University of Pennsylvania,University of Pennsylvania,Political Science,PhD,F26,2026,Accepted on Feb 20,Accepted,2026-02-25,,,,,American,gradcafe_scrape
4f0c3bd3e54f,American University,American University,Political Science,PhD,F26,2026,Wait listed on Feb 25,Waitlisted,2026-02-25,,,,,American,gradcafe_scrape
ebc04633aa27,George Mason University,George Mason University,Political Science,PhD,F26,2026,Accepted on Feb 24,Accepted,2026-02-25,,,,,American,gradcafe_scrape
e52b9cd48e49,Texas A & M University,Texas A & M University,Political Science,PhD,F26,2026,Accepted on Feb 25,Accepted,2026-02-24,4.0,,,,International,gradcafe_scrape
30bc8841bbe3,Texas A&M University - College Station,Texas A&M University - College Station,Political Science,PhD,F26,2026,Accepted on Feb 24,Accepted,2026-02-24,,,,,International,gradcafe_scrape
0f2b08b88927,Penn State University,University of Pennsylvania,Political Science,PhD,F26,2026,Rejected on Feb 24,Rejected,2026-02-24,,,,,International,gradcafe_scrape
0ac3bc3f85cd,Northeastern University,Northeastern University,Political Science,PhD,F26,2026,Wait listed on Feb 24,Waitlisted,2026-02-24,4.0,,,,International,gradcafe_scrape
f3880fe835cb,Texas A,Texas A,Political Science,PhD,F26,2026,Accepted on Feb 24,Accepted,2026-02-24,3.9,163,,4.0,International,gradcafe_scrape
f29f2e49aa2b,Cornell University,Cornell University,Political Science,PhD,F26,2026,Rejected on Feb 24,Rejected,2026-02-24,3.67,,,,International,gradcafe_scrape
4ab8f3c45ba4,University of Oklahoma,University of Oklahoma,Political Science,PhD,F26,2026,Rejected on Feb 24,Rejected,2026-02-24,3.87,,,,International,gradcafe_scrape
49d39c4fded3,University of Toronto,University of Toronto,Political Science,PhD,F26,2026,Wait listed on Feb 24,Waitlisted,2026-02-24,3.98,,,,International,gradcafe_scrape
1861ebeda6d9,University of Toronto,University of Toronto,Political Science,PhD,F26,2026,Rejected on Feb 20,Rejected,2026-02-24,3.98,169,,5.5,American,gradcafe_scrape
e27e4b6f1799,Yale University,Yale University,Political Science,PhD,F26,2026,Rejected on Feb 18,Rejected,2026-02-24,3.98,169,,5.5,American,gradcafe_scrape
45ef3c8d153c,University of Notre Dame,University of Notre Dame,Political Science,PhD,F26,2026,Rejected on Feb 20,Rejected,2026-02-24,3.9,,,,International,gradcafe_scrape
699f5b5045aa,New York University,New York University,Political Science,PhD,F26,2026,Accepted on Feb 23,Accepted,2026-02-23,3.97,169,,,International,gradcafe_scrape
01810249ae01,Duke University,Duke University,Political Science,PhD,F26,2026,Rejected on Feb 23,Rejected,2026-02-23,3.9,,,,International,gradcafe_scrape
1fd4469192a4,University of North Carolina (UNC),University of North Carolina (UNC),Political Science,PhD,F26,2026,Rejected on Feb 23,Rejected,2026-02-23,,,,,American,gradcafe_scrape
a3c2c70f2b15,CUNY,CUNY,Political Science,PhD,F26,2026,Rejected on Feb 23,Rejected,2026-02-23,,,,,International,gradcafe_scrape
0e81abcce8cf,University of California (UCLA),UCLA,Political Science,PhD,F26,2026,Wait listed on Feb 23,Waitlisted,2026-02-23,,,,,American,gradcafe_scrape
8b40e20cadd0,University of Chicago,University of Chicago,Political Science,PhD,F26,2026,Accepted on Feb 23,Accepted,2026-02-23,,,,,American,gradcafe_scrape
86c86d28025c,Cornell University,Cornell University,Political Science,PhD,F26,2026,Accepted on Feb 23,Accepted,2026-02-23,,,,,American,gradcafe_scrape
7ff899120de2,University of Florida,University of Florida,Political Science,PhD,F26,2026,Accepted on Feb 22,Accepted,2026-02-23,4.0,159,,3.5,International,gradcafe_scrape
fd81b7006eb9,UT Austin,University of Texas at Austin,Political Science,PhD,F26,2026,Rejected on Feb 22,Rejected,2026-02-22,,,,,International,gradcafe_scrape
e8b7592ae2b0,Rutgers University,Rutgers University,Political Science,PhD,F26,2026,Accepted on Feb 20,Accepted,2026-02-22,,,,,International,gradcafe_scrape
389b9cc4babb,Rutgers University,Rutgers University,Political Science,PhD,F26,2026,Accepted on Feb 18,Accepted,2026-02-22,3.85,,,,International,gradcafe_scrape
bda6f491f3bc,Boston University,Boston University,Political Science,PhD,F26,2026,Wait listed on Feb 20,Waitlisted,2026-02-21,3.93,,,,International,gradcafe_scrape
de8279a9fd30,University of Wisconsin - Madison,University of Wisconsin-Madison,Political Science,PhD,F26,2026,Rejected on Feb 02,Rejected,2026-02-21,3.93,,,,International,gradcafe_scrape
549d48009fc5,University of Notre Dame,University of Notre Dame,Political Science,PhD,F26,2026,Rejected on Feb 20,Rejected,2026-02-21,3.9,164,,5.0,International,gradcafe_scrape
